State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Selling Price,Cost Price,Rainfall,Temperature
Uttar Pradesh,BIJNOR,2010,Summer     ,Rice,90,211,1851,1077,2.20147282,21.09596971
Uttar Pradesh,BUDAUN,2010,Kharif     ,Rice,84311,158167,1727,1124,13.81272513,26.49636927
Uttar Pradesh,BUDAUN,2010,Summer     ,Rice,1,2,1654,1190,23.3777111,25.94839613
Uttar Pradesh,BULANDSHAHR,2010,Kharif     ,Rice,74827,168885,1658,1178,21.04123313,20.03221613
Uttar Pradesh,BULANDSHAHR,2010,Summer     ,Rice,1,2,1459,1070,18.45102338,26.31775672
Uttar Pradesh,CHANDAULI,2010,Kharif     ,Rice,98325,270984,1847,1093,26.1308157,20.82212232
Uttar Pradesh,CHITRAKOOT,2010,Kharif     ,Rice,7506,5892,1889,1055,16.72968804,20.47156387
Uttar Pradesh,DEORIA,2010,Kharif     ,Rice,128344,256303,1799,1139,4.152822235,20.33693469
Uttar Pradesh,DEORIA,2010,Summer     ,Rice,21,42,1942,1168,8.440294791,23.76761375
Uttar Pradesh,ETAH,2010,Kharif     ,Rice,21823,45872,1552,1190,8.261483422,25.23016585
Uttar Pradesh,ETAWAH,2010,Kharif     ,Rice,43727,108224,1501,1188,21.24967648,27.7792209
Uttar Pradesh,FAIZABAD,2010,Kharif     ,Rice,97099,214200,1701,1103,6.058610218,22.72676457
Uttar Pradesh,FARRUKHABAD,2010,Kharif     ,Rice,14963,24075,1887,1174,6.257979115,19.22201765
Uttar Pradesh,FATEHPUR,2010,Kharif     ,Rice,63527,134105,1560,1090,4.697237425,27.43233757
Uttar Pradesh,FIROZABAD,2010,Kharif     ,Rice,19919,54976,1500,1178,23.89290665,26.54324797
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2010,Kharif     ,Rice,23459,48701,1541,1116,8.44282921,22.94421789
Uttar Pradesh,GHAZIABAD,2010,Kharif     ,Rice,30102,76730,1706,1134,22.16183908,27.58463257
Uttar Pradesh,GHAZIPUR,2010,Kharif     ,Rice,149321,314321,1704,1078,26.57502171,25.68086187
Uttar Pradesh,GONDA,2010,Kharif     ,Rice,117388,263888,1833,1076,5.365096998,22.68476519
Uttar Pradesh,GORAKHPUR,2010,Kharif     ,Rice,153977,312111,1772,1132,9.969317769,26.98850065
Uttar Pradesh,GORAKHPUR,2010,Summer     ,Rice,152,308,1868,1141,10.71194565,21.03415943
Uttar Pradesh,HAMIRPUR,2010,Kharif     ,Rice,159,177,1908,1124,1.180511624,18.60802535
Uttar Pradesh,HARDOI,2010,Kharif     ,Rice,130217,265252,1895,1190,2.221132681,23.96869698
Uttar Pradesh,HARDOI,2010,Summer     ,Rice,26,53,1736,1179,19.57587024,26.81986886
Uttar Pradesh,HATHRAS,2010,Kharif     ,Rice,17158,30044,1802,1058,6.562978828,21.17876033
Uttar Pradesh,JALAUN,2010,Kharif     ,Rice,339,458,1932,1094,24.49852007,23.52353878
Uttar Pradesh,JAUNPUR,2010,Kharif     ,Rice,139885,292220,1884,1101,21.82743971,20.7480704
Uttar Pradesh,JHANSI,2010,Kharif     ,Rice,2067,4738,1688,1101,18.8267931,23.16184477
Uttar Pradesh,KANNAUJ,2010,Kharif     ,Rice,15388,42933,1795,1086,19.38186636,27.10548887
Uttar Pradesh,KANPUR DEHAT,2010,Kharif     ,Rice,43449,99976,1704,1123,6.923051711,20.37065515
Uttar Pradesh,KANPUR NAGAR,2010,Kharif     ,Rice,31353,70638,1482,1115,12.09552145,26.78066774
Uttar Pradesh,KASGANJ,2010,Kharif     ,Rice,17901,37216,1756,1103,23.08155102,18.43801348
Uttar Pradesh,KAUSHAMBI,2010,Kharif     ,Rice,40103,79965,1450,1148,22.44876493,23.79692956
Uttar Pradesh,KHERI,2010,Kharif     ,Rice,181676,393329,1562,1089,11.875974,25.11229838
Uttar Pradesh,KHERI,2010,Summer     ,Rice,3707,8026,1462,1161,3.9004133,25.07750446
Uttar Pradesh,KUSHI NAGAR,2010,Kharif     ,Rice,125415,292844,1798,1119,19.50713781,23.6740929
Uttar Pradesh,LALITPUR,2010,Kharif     ,Rice,2833,1856,1481,1186,16.1717582,27.88169941
Uttar Pradesh,LUCKNOW,2010,Kharif     ,Rice,48833,93320,1530,1169,17.59823773,19.34573269
Uttar Pradesh,MAHARAJGANJ,2010,Kharif     ,Rice,167451,363536,1662,1200,18.37853709,18.11997507
Uttar Pradesh,MAHARAJGANJ,2010,Summer     ,Rice,28,61,1506,1120,13.23540424,22.25539002
Uttar Pradesh,MAHOBA,2010,Kharif     ,Rice,76,85,1546,1192,2.294870257,22.04810837
Uttar Pradesh,MAINPURI,2010,Kharif     ,Rice,49602,120434,1834,1177,28.24195493,27.85854414
Uttar Pradesh,MATHURA,2010,Kharif     ,Rice,47142,101167,1631,1196,20.61344117,20.57878665
Uttar Pradesh,MAU,2010,Kharif     ,Rice,84040,155894,1924,1054,19.34719761,26.61119382
Uttar Pradesh,MEERUT,2010,Kharif     ,Rice,17605,38608,1460,1149,9.176398255,18.32669415
Uttar Pradesh,MIRZAPUR,2010,Kharif     ,Rice,64224,132879,1916,1067,9.315397166,27.72710749
Uttar Pradesh,MORADABAD,2010,Kharif     ,Rice,125006,224136,1806,1144,15.54395311,25.79784537
Uttar Pradesh,MORADABAD,2010,Summer     ,Rice,473,848,1919,1062,8.260103155,21.96388095
Uttar Pradesh,MUZAFFARNAGAR,2010,Kharif     ,Rice,37128,82944,1927,1161,2.154929994,23.55360437
Uttar Pradesh,MUZAFFARNAGAR,2010,Summer     ,Rice,34,76,1916,1072,18.8879613,26.02659033
Uttar Pradesh,PILIBHIT,2010,Kharif     ,Rice,149172,370692,1703,1061,11.7955265,20.19106372
Uttar Pradesh,PILIBHIT,2010,Summer     ,Rice,8391,20852,1822,1158,4.884229083,24.36524808
Uttar Pradesh,PRATAPGARH,2010,Kharif     ,Rice,96664,193811,1941,1195,27.68883504,27.0942528
Uttar Pradesh,RAE BARELI,2010,Kharif     ,Rice,80776,172941,1848,1113,11.45313467,27.03523607
Uttar Pradesh,RAE BARELI,2010,Summer     ,Rice,2,4,1561,1186,20.3390267,20.49852331
Uttar Pradesh,RAMPUR,2010,Kharif     ,Rice,140906,267580,1800,1112,1.430973853,25.21452216
Uttar Pradesh,RAMPUR,2010,Summer     ,Rice,5170,9818,1452,1184,11.30225878,19.73164813
Uttar Pradesh,SAHARANPUR,2010,Kharif     ,Rice,54830,120023,1484,1146,7.165234242,26.38783151
Uttar Pradesh,SANT KABEER NAGAR,2010,Kharif     ,Rice,90035,173768,1851,1158,18.8743992,19.52949923
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Kharif     ,Rice,22116,44918,1729,1160,21.71837446,25.20378681
Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,Rice,211075,430171,1891,1083,19.34207847,25.69218766
Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,Rice,5949,12124,1508,1157,27.78477898,21.88534592
Uttar Pradesh,SHRAVASTI,2010,Kharif     ,Rice,71137,135658,1921,1066,30.64610577,25.85188546
Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,Rice,175157,415297,1574,1081,10.41717256,22.0895534
Uttar Pradesh,SITAPUR,2010,Kharif     ,Rice,156947,310441,1578,1115,0.157545631,20.58595874
Uttar Pradesh,SITAPUR,2010,Summer     ,Rice,29,57,1899,1165,20.58511221,23.81637689
Uttar Pradesh,SONBHADRA,2010,Kharif     ,Rice,27442,42014,1466,1108,16.64780865,26.17404974
Uttar Pradesh,SULTANPUR,2010,Kharif     ,Rice,90048,216836,1527,1089,6.769229803,20.49176767
Uttar Pradesh,UNNAO,2010,Kharif     ,Rice,81000,138186,1657,1138,15.61020792,24.97876904
Uttar Pradesh,UNNAO,2010,Summer     ,Rice,11,19,1480,1094,2.616681775,27.19724572
Uttar Pradesh,VARANASI,2010,Kharif     ,Rice,42021,84882,1789,1186,2.047393441,18.21833256
Uttar Pradesh,AGRA,2011,Kharif     ,Rice,6724,16803,1726,1355,18.66446441,27.59023913
Uttar Pradesh,AGRA,2011,Summer     ,Rice,30,75,1988,1277,3.898487682,20.65498239
Uttar Pradesh,ALIGARH,2011,Kharif     ,Rice,70307,154394,1993,1311,25.20757501,23.27724212
Uttar Pradesh,ALLAHABAD,2011,Kharif     ,Rice,155232,397083,1669,1369,3.629560199,21.91931168
Uttar Pradesh,AMBEDKAR NAGAR,2011,Kharif     ,Rice,116323,313374,1992,1227,10.58802328,21.92336787
Uttar Pradesh,AMETHI,2011,Kharif     ,Rice,122203,272146,2042,1256,12.21418896,26.59203331
Uttar Pradesh,AMROHA,2011,Kharif     ,Rice,28429,57370,1988,1255,15.47790158,18.69620811
Uttar Pradesh,AURAIYA,2011,Kharif     ,Rice,50179,145519,1939,1381,8.044177009,18.1929509
Uttar Pradesh,AZAMGARH,2011,Kharif     ,Rice,210944,469350,1736,1202,3.257480963,24.50349074
Uttar Pradesh,AZAMGARH,2011,Summer     ,Rice,1,2,1852,1215,12.91066338,18.78854614
Uttar Pradesh,BAGHPAT,2011,Kharif     ,Rice,5108,14292,1827,1360,8.478176291,27.47779652
Uttar Pradesh,BAHRAICH,2011,Kharif     ,Rice,159686,352427,1911,1204,8.588654124,24.66646505
Uttar Pradesh,BALLIA,2011,Kharif     ,Rice,117098,297663,2006,1383,14.951392,26.24192993
Uttar Pradesh,BALRAMPUR,2011,Kharif     ,Rice,107106,235098,1716,1384,12.95451151,27.851704
Uttar Pradesh,BANDA,2011,Kharif     ,Rice,55840,82587,1652,1384,17.62054356,18.97406067
Uttar Pradesh,BARABANKI,2011,Kharif     ,Rice,177698,486004,2012,1291,2.438736314,23.03782106
Uttar Pradesh,BARABANKI,2011,Summer     ,Rice,2,5,1756,1399,5.324344022,22.35458257
Uttar Pradesh,BAREILLY,2011,Kharif     ,Rice,166888,420558,1656,1233,0.306640259,21.59950385
Uttar Pradesh,BAREILLY,2011,Summer     ,Rice,634,1598,1881,1339,5.821811473,27.15060791
Uttar Pradesh,BASTI,2011,Kharif     ,Rice,122176,316802,1793,1394,19.37380444,26.49395048
Uttar Pradesh,BIJNOR,2011,Kharif     ,Rice,53734,128800,1822,1227,0.411990911,22.57227576
Uttar Pradesh,BIJNOR,2011,Summer     ,Rice,70,168,2012,1350,16.23008594,19.68503955
Uttar Pradesh,BUDAUN,2011,Kharif     ,Rice,87728,187299,1895,1239,9.304181748,19.7658662
Uttar Pradesh,BUDAUN,2011,Summer     ,Rice,20,43,1842,1233,4.652906517,26.33481251
Uttar Pradesh,BULANDSHAHR,2011,Kharif     ,Rice,88300,209271,1993,1217,8.428186553,25.7701217
Uttar Pradesh,CHANDAULI,2011,Kharif     ,Rice,111777,299451,1835,1279,0.098017677,22.42977904
Uttar Pradesh,CHITRAKOOT,2011,Kharif     ,Rice,7886,7949,1819,1344,5.042069248,26.52479806
Uttar Pradesh,DEORIA,2011,Kharif     ,Rice,130611,287736,1947,1225,29.92910251,26.27063748
Uttar Pradesh,DEORIA,2011,Summer     ,Rice,22,48,2034,1246,21.40872473,20.28706548
Uttar Pradesh,ETAH,2011,Kharif     ,Rice,27072,69358,1990,1315,2.175867804,27.43352089
Uttar Pradesh,ETAWAH,2011,Kharif     ,Rice,50571,136997,1874,1366,12.99491957,25.8555313
Uttar Pradesh,FAIZABAD,2011,Kharif     ,Rice,99295,236719,1833,1242,27.17055512,27.85798672
Uttar Pradesh,FARRUKHABAD,2011,Kharif     ,Rice,14915,33469,1878,1295,18.32349956,23.42263862
Uttar Pradesh,FATEHPUR,2011,Kharif     ,Rice,77736,182446,1772,1348,24.67700287,25.12479683
Uttar Pradesh,FIROZABAD,2011,Kharif     ,Rice,25410,72164,1946,1382,19.15960305,18.4111325
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2011,Kharif     ,Rice,22276,49809,1893,1391,19.64862878,25.05475453
Uttar Pradesh,GHAZIABAD,2011,Kharif     ,Rice,29971,81731,1966,1398,15.7102425,25.36675644
Uttar Pradesh,GHAZIPUR,2011,Kharif     ,Rice,154085,336830,1711,1323,13.09916306,20.66787259
Uttar Pradesh,GONDA,2011,Kharif     ,Rice,121429,279651,1713,1282,28.24292396,20.61376847
Uttar Pradesh,GORAKHPUR,2011,Kharif     ,Rice,152103,332041,1687,1255,5.357331824,20.47584134
Uttar Pradesh,GORAKHPUR,2011,Summer     ,Rice,147,321,1697,1319,9.104915646,27.08065082
Uttar Pradesh,HAMIRPUR,2011,Kharif     ,Rice,76,119,1696,1381,12.76357755,19.26985611
Uttar Pradesh,HARDOI,2011,Kharif     ,Rice,152396,342586,1866,1307,17.59783876,22.63114984
Uttar Pradesh,HARDOI,2011,Summer     ,Rice,1,2,1882,1394,17.38060516,25.56732978
Uttar Pradesh,HATHRAS,2011,Kharif     ,Rice,18259,38472,1801,1370,7.258986386,25.90921135
Uttar Pradesh,JALAUN,2011,Kharif     ,Rice,1062,1951,2007,1393,8.635437651,26.23793491
Uttar Pradesh,JAUNPUR,2011,Kharif     ,Rice,139160,311301,1865,1379,17.52038543,27.41962055
Uttar Pradesh,JHANSI,2011,Kharif     ,Rice,10590,21265,1952,1237,12.16845193,24.52143913
Uttar Pradesh,KANNAUJ,2011,Kharif     ,Rice,16289,45577,1935,1390,8.854202279,23.59969117
Uttar Pradesh,KANPUR DEHAT,2011,Kharif     ,Rice,43053,115425,1841,1354,11.62924637,24.60892473
Uttar Pradesh,KANPUR NAGAR,2011,Kharif     ,Rice,33478,90658,1745,1376,13.09461841,25.67087627
Uttar Pradesh,KASGANJ,2011,Kharif     ,Rice,16107,41411,1736,1383,8.467906221,20.93854129
Uttar Pradesh,KASGANJ,2011,Summer     ,Rice,8,21,2038,1345,23.7128287,27.21899036
Uttar Pradesh,KAUSHAMBI,2011,Kharif     ,Rice,45799,111108,1896,1262,12.83832047,26.83274678
Uttar Pradesh,KHERI,2011,Kharif     ,Rice,184419,443159,1668,1231,10.08999987,27.28478871
Uttar Pradesh,KHERI,2011,Summer     ,Rice,3183,7649,1790,1240,14.94171232,27.45071061
Uttar Pradesh,KUSHI NAGAR,2011,Kharif     ,Rice,127193,303991,1662,1302,6.954278289,18.36713391
Uttar Pradesh,LALITPUR,2011,Kharif     ,Rice,1631,1132,1746,1300,8.217340916,18.29265829
Uttar Pradesh,LUCKNOW,2011,Kharif     ,Rice,52978,106645,1864,1350,6.599867067,24.39580326
Uttar Pradesh,MAHARAJGANJ,2011,Kharif     ,Rice,166780,399271,1766,1369,0.178922405,25.63663972
Uttar Pradesh,MAHARAJGANJ,2011,Summer     ,Rice,19,45,1699,1367,11.81928517,21.43744034
Uttar Pradesh,MAHOBA,2011,Kharif     ,Rice,58,90,1735,1312,29.72451605,24.05916378
Uttar Pradesh,MAINPURI,2011,Kharif     ,Rice,64437,168825,1991,1297,13.6613653,22.51316507
Uttar Pradesh,MAINPURI,2011,Summer     ,Rice,21,55,1678,1334,14.99992469,18.44593475
Uttar Pradesh,MATHURA,2011,Kharif     ,Rice,45927,104300,1829,1381,18.44078837,27.14841421
Uttar Pradesh,MAU,2011,Kharif     ,Rice,91733,218691,1727,1311,16.78943209,24.58993072
Uttar Pradesh,MEERUT,2011,Kharif     ,Rice,16159,42143,1711,1290,17.32945702,20.43500845
Uttar Pradesh,MIRZAPUR,2011,Kharif     ,Rice,91949,199897,1661,1319,9.33336561,19.65618681
Uttar Pradesh,MORADABAD,2011,Kharif     ,Rice,128889,277111,1815,1385,27.47314728,22.72179047
Uttar Pradesh,MORADABAD,2011,Summer     ,Rice,425,914,1982,1205,5.085298876,24.84050347
Uttar Pradesh,MUZAFFARNAGAR,2011,Kharif     ,Rice,37144,86880,1754,1363,2.359545127,24.26760548
Uttar Pradesh,MUZAFFARNAGAR,2011,Summer     ,Rice,34,80,1651,1239,28.84165815,21.20193389
Uttar Pradesh,PILIBHIT,2011,Kharif     ,Rice,152550,427750,2007,1394,20.96421011,21.09824561
Uttar Pradesh,PILIBHIT,2011,Summer     ,Rice,7258,20351,1964,1293,2.333239987,25.16836811
Uttar Pradesh,PRATAPGARH,2011,Kharif     ,Rice,97289,225516,1780,1213,10.63832622,26.12350657
Uttar Pradesh,RAE BARELI,2011,Kharif     ,Rice,83159,188438,1733,1292,13.77198781,23.94103673
Uttar Pradesh,RAE BARELI,2011,Summer     ,Rice,1,2,1948,1394,11.462057,18.09013806
Uttar Pradesh,RAMPUR,2011,Kharif     ,Rice,140595,306075,1927,1227,19.15260703,25.26786539
Uttar Pradesh,RAMPUR,2011,Summer     ,Rice,5994,13049,1699,1293,6.117011969,21.58756919
Uttar Pradesh,SAHARANPUR,2011,Kharif     ,Rice,52344,119920,1910,1288,10.47934336,21.43476504
Uttar Pradesh,SAHARANPUR,2011,Summer     ,Rice,2,5,1899,1395,1.895333532,24.08431889
Uttar Pradesh,SANT KABEER NAGAR,2011,Kharif     ,Rice,90665,190578,1883,1308,3.555891736,25.46933259
Uttar Pradesh,SANT KABEER NAGAR,2011,Summer     ,Rice,65,137,1798,1219,16.29401199,20.50639902
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Kharif     ,Rice,27635,67098,1974,1325,24.75069213,19.01353583
Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,Rice,191093,500281,1857,1376,21.1383075,23.34827655
Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,Rice,5679,14868,2025,1355,25.01647716,24.90994056
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Rice,74974,139452,1737,1242,25.32408977,23.56043476
Uttar Pradesh,SIDDHARTH NAGAR,2011,Kharif     ,Rice,169824,435429,1658,1389,19.26472589,26.20838613
Uttar Pradesh,SITAPUR,2011,Kharif     ,Rice,155655,346177,1675,1295,4.01411732,22.9262738
Uttar Pradesh,SITAPUR,2011,Summer     ,Rice,26,58,2036,1318,24.22600536,24.67524548
Uttar Pradesh,SONBHADRA,2011,Kharif     ,Rice,32987,67260,1896,1215,17.61395693,24.4501133
Uttar Pradesh,SULTANPUR,2011,Kharif     ,Rice,93636,227161,1873,1384,21.63181654,22.61203456
Uttar Pradesh,UNNAO,2011,Kharif     ,Rice,96881,173708,1697,1308,9.723142706,27.3505846
Uttar Pradesh,VARANASI,2011,Kharif     ,Rice,50950,112854,1973,1368,10.55099507,27.7483005
Uttar Pradesh,AGRA,2012,Kharif     ,Rice,3556,8975,1705,1344,6.340116841,18.0601664
Uttar Pradesh,AGRA,2012,Summer     ,Rice,37,94,1724,1263,22.99496366,23.94462587
Uttar Pradesh,ALIGARH,2012,Kharif     ,Rice,85311,209609,1870,1374,22.49955647,25.05407787
Uttar Pradesh,ALLAHABAD,2012,Kharif     ,Rice,148937,427300,1965,1250,9.589614077,27.29624
Uttar Pradesh,AMBEDKAR NAGAR,2012,Kharif     ,Rice,115800,319492,1895,1317,12.78967259,18.07091142
Uttar Pradesh,AMETHI,2012,Kharif     ,Rice,118227,308454,1836,1312,16.21059628,27.53839225
Uttar Pradesh,AMROHA,2012,Kharif     ,Rice,22530,40914,1778,1210,10.48835806,18.90288277
Uttar Pradesh,AURAIYA,2012,Kharif     ,Rice,52566,164321,1764,1368,4.18926202,26.87856835
Uttar Pradesh,AZAMGARH,2012,Kharif     ,Rice,210961,453777,1728,1242,5.857338827,23.64885269
Uttar Pradesh,AZAMGARH,2012,Summer     ,Rice,1,2,1729,1373,5.878773894,27.68762085
Uttar Pradesh,BAGHPAT,2012,Kharif     ,Rice,5088,15483,1770,1340,21.01786012,22.64695033
Uttar Pradesh,BAHRAICH,2012,Kharif     ,Rice,159182,380445,1785,1338,18.68812404,19.68314691
Uttar Pradesh,BALLIA,2012,Kharif     ,Rice,112168,244302,2009,1391,9.113697275,18.68133223
Uttar Pradesh,BALRAMPUR,2012,Kharif     ,Rice,106533,247370,2043,1231,14.31768564,25.74300984
Uttar Pradesh,BANDA,2012,Kharif     ,Rice,49833,87208,1743,1276,17.29131645,27.31321172
Uttar Pradesh,BARABANKI,2012,Kharif     ,Rice,183962,562372,2008,1359,11.79603587,20.4650761
Uttar Pradesh,BAREILLY,2012,Kharif     ,Rice,145203,324384,2033,1340,11.19110835,18.87584088
Uttar Pradesh,BAREILLY,2012,Summer     ,Rice,783,1749,1801,1333,7.721423639,26.82858674
Uttar Pradesh,BASTI,2012,Kharif     ,Rice,107977,265084,1914,1270,1.094868637,22.71973239
Uttar Pradesh,BIJNOR,2012,Kharif     ,Rice,51390,129708,1777,1298,23.08902835,20.15728952
Uttar Pradesh,BIJNOR,2012,Summer     ,Rice,124,313,2007,1361,20.46251762,18.48432218
Uttar Pradesh,BUDAUN,2012,Kharif     ,Rice,83806,191329,1795,1314,0.963280938,26.94898319
Uttar Pradesh,BUDAUN,2012,Summer     ,Rice,20,46,2006,1386,27.12738721,23.02424897
Uttar Pradesh,BULANDSHAHR,2012,Kharif     ,Rice,83783,216328,1660,1274,19.55948949,21.91533305
Uttar Pradesh,BULANDSHAHR,2012,Summer     ,Rice,1,3,2044,1341,9.598307861,21.44148569
Uttar Pradesh,CHANDAULI,2012,Kharif     ,Rice,108200,302203,1925,1376,14.38814619,19.91286805
Uttar Pradesh,CHITRAKOOT,2012,Kharif     ,Rice,8494,12741,2013,1298,16.47156377,25.06359852
Uttar Pradesh,DEORIA,2012,Kharif     ,Rice,132142,295337,2006,1254,10.82507223,22.7984293
Uttar Pradesh,DEORIA,2012,Summer     ,Rice,23,51,1699,1244,23.93926044,19.12503017
Uttar Pradesh,ETAH,2012,Kharif     ,Rice,18727,49608,1758,1383,0.935092909,23.09399101
Uttar Pradesh,ETAWAH,2012,Kharif     ,Rice,49251,145734,1889,1325,10.34989884,21.22035568
Uttar Pradesh,FAIZABAD,2012,Kharif     ,Rice,99791,253569,2021,1267,27.51562399,22.87884586
Uttar Pradesh,FARRUKHABAD,2012,Kharif     ,Rice,15283,42471,1921,1232,22.01038095,25.05499737
Uttar Pradesh,FATEHPUR,2012,Kharif     ,Rice,77164,189515,1657,1268,12.78687129,27.03330068
Uttar Pradesh,FIROZABAD,2012,Kharif     ,Rice,19297,54726,1816,1333,10.79870972,25.39266703
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2012,Kharif     ,Rice,23455,49772,1698,1369,15.87085703,19.95072443
Uttar Pradesh,GHAZIABAD,2012,Kharif     ,Rice,10098,26083,1713,1276,14.74107911,21.33759635
Uttar Pradesh,GHAZIPUR,2012,Kharif     ,Rice,149175,348622,1668,1280,4.755528717,25.88204327
Uttar Pradesh,GONDA,2012,Kharif     ,Rice,122264,287932,1953,1220,22.49962401,23.19824797
Uttar Pradesh,GORAKHPUR,2012,Kharif     ,Rice,151122,344256,1775,1215,27.76739334,22.26322538
Uttar Pradesh,GORAKHPUR,2012,Summer     ,Rice,147,335,1863,1290,11.36279784,22.39701526
Uttar Pradesh,HAMIRPUR,2012,Kharif     ,Rice,97,181,1701,1346,8.15906,25.51659632
Uttar Pradesh,HAPUR,2012,Kharif     ,Rice,20160,59593,1906,1370,13.25545477,27.85421265
Uttar Pradesh,HARDOI,2012,Kharif     ,Rice,144505,354615,1685,1209,11.61605163,20.45712923
Uttar Pradesh,HARDOI,2012,Summer     ,Rice,10,25,1943,1266,14.41081421,25.57795737
Uttar Pradesh,HATHRAS,2012,Kharif     ,Rice,20857,47137,1771,1365,18.79553369,26.91264788
Uttar Pradesh,JALAUN,2012,Kharif     ,Rice,512,555,1758,1233,23.56329987,19.50152029
Uttar Pradesh,JAUNPUR,2012,Kharif     ,Rice,147185,343971,1694,1237,21.17492778,26.98054272
Uttar Pradesh,JHANSI,2012,Kharif     ,Rice,10042,19893,1801,1232,4.299966552,18.21010145
Uttar Pradesh,KANNAUJ,2012,Kharif     ,Rice,17275,52257,2050,1265,1.995578797,21.00745106
Uttar Pradesh,KANPUR DEHAT,2012,Kharif     ,Rice,39670,119367,1770,1231,10.55114637,21.27936316
Uttar Pradesh,KANPUR NAGAR,2012,Kharif     ,Rice,31891,74689,1797,1340,14.11622567,24.98106088
Uttar Pradesh,KASGANJ,2012,Kharif     ,Rice,17238,46974,1844,1296,6.486585139,27.72067347
Uttar Pradesh,KAUSHAMBI,2012,Kharif     ,Rice,46141,100357,1821,1335,5.352609821,19.05195112
Uttar Pradesh,KHERI,2012,Kharif     ,Rice,183167,469457,1841,1353,15.18918284,27.89034836
Uttar Pradesh,KHERI,2012,Summer     ,Rice,3512,9001,1827,1223,23.75644659,25.30704599
Uttar Pradesh,KUSHI NAGAR,2012,Kharif     ,Rice,132485,327370,1766,1389,9.26415265,22.11921649
Uttar Pradesh,LALITPUR,2012,Kharif     ,Rice,1315,1427,1763,1287,5.927857847,18.22651291
Uttar Pradesh,LUCKNOW,2012,Kharif     ,Rice,51138,104833,1719,1234,13.24582866,27.81776642
Uttar Pradesh,MAHARAJGANJ,2012,Kharif     ,Rice,164762,405150,1924,1353,16.5518874,25.70941134
Uttar Pradesh,MAHARAJGANJ,2012,Summer     ,Rice,20,49,1974,1321,20.37793337,19.42768156
Uttar Pradesh,MAHOBA,2012,Kharif     ,Rice,56,105,1736,1328,1.417412219,21.30443094
Uttar Pradesh,MAINPURI,2012,Kharif     ,Rice,59963,157943,1780,1218,4.198770706,20.89716503
Uttar Pradesh,MAINPURI,2012,Summer     ,Rice,21,55,2044,1254,1.743299927,19.08478426
Uttar Pradesh,MATHURA,2012,Kharif     ,Rice,48596,120081,1972,1361,16.01490342,20.2319852
Uttar Pradesh,MAU,2012,Kharif     ,Rice,84412,180557,1726,1346,9.062878923,23.99081327
